,prompt_generator,phenomenon,domain,rating_type,w_statistic,pvalue,significant
198,S3-C1-A1-Q3-O1,Asymmetry,Birds,gpt3_rating,82.0,0.9570860862731934,False
199,S3-C1-A1-Q3-O1,Asymmetry,Birds,gpt4_rating,199.0,0.03251814842224121,True
200,S3-C1-A1-Q3-O1,Asymmetry,Birds,human_rating,201.5,0.0013750947493822955,True
201,S3-C1-A1-Q3-O1,Asymmetry,Mammals,gpt3_rating,128.0,0.6230076551437378,False
202,S3-C1-A1-Q3-O1,Asymmetry,Mammals,gpt4_rating,106.0,0.8352973461151123,False
203,S3-C1-A1-Q3-O1,Asymmetry,Mammals,human_rating,129.0,0.46762590875008514,False
204,S3-C1-A1-Q3-O1,Asymmetry,Vehicles,gpt3_rating,239.0,0.0006393194198608398,True
205,S3-C1-A1-Q3-O1,Asymmetry,Vehicles,gpt4_rating,132.5,0.5768841505050659,False
206,S3-C1-A1-Q3-O1,Asymmetry,Vehicles,human_rating,206.5,0.004663602494510512,True
207,S3-C1-A1-Q3-O1,Diversity (General),Birds,gpt3_rating,201.0,0.07575047016143799,False
208,S3-C1-A1-Q3-O1,Diversity (General),Birds,gpt4_rating,300.0,5.960464477539063e-08,True
209,S3-C1-A1-Q3-O1,Diversity (General),Birds,human_rating,150.0,0.5055936574935913,False
210,S3-C1-A1-Q3-O1,Diversity (General),Mammals,gpt3_rating,95.0,0.9430193901062012,False
211,S3-C1-A1-Q3-O1,Diversity (General),Mammals,gpt4_rating,300.0,5.960464477539063e-08,True
212,S3-C1-A1-Q3-O1,Diversity (General),Mammals,human_rating,86.0,0.9676753282546997,False
213,S3-C1-A1-Q3-O1,Diversity (General),Vehicles,gpt3_rating,98.0,0.9322359561920166,False
214,S3-C1-A1-Q3-O1,Diversity (General),Vehicles,gpt4_rating,194.5,0.10910946130752563,False
215,S3-C1-A1-Q3-O1,Diversity (General),Vehicles,human_rating,58.5,0.9923222003427156,False
216,S3-C1-A1-Q3-O1,Diversity (Specific),Birds,gpt3_rating,171.0,0.28229445219039917,False
217,S3-C1-A1-Q3-O1,Diversity (Specific),Birds,gpt4_rating,155.5,0.449785053730011,False
218,S3-C1-A1-Q3-O1,Diversity (Specific),Birds,human_rating,112.0,0.7855865274413147,False
219,S3-C1-A1-Q3-O1,Diversity (Specific),Mammals,gpt3_rating,164.0,0.352378249168396,False
220,S3-C1-A1-Q3-O1,Diversity (Specific),Mammals,gpt4_rating,123.0,0.7805347442626953,False
221,S3-C1-A1-Q3-O1,Diversity (Specific),Mammals,human_rating,37.5,0.9997162222862244,False
222,S3-C1-A1-Q3-O1,Diversity (Specific),Vehicles,gpt3_rating,173.0,0.26352953910827637,False
223,S3-C1-A1-Q3-O1,Diversity (Specific),Vehicles,gpt4_rating,96.5,0.9395799040794373,False
224,S3-C1-A1-Q3-O1,Diversity (Specific),Vehicles,human_rating,104.0,0.8496950392741645,False
225,S3-C1-A1-Q3-O1,Inclusion Fallacy,Birds,gpt3_rating,212.0,0.039364635944366455,True
226,S3-C1-A1-Q3-O1,Inclusion Fallacy,Birds,gpt4_rating,40.0,0.9995768666267395,False
227,S3-C1-A1-Q3-O1,Inclusion Fallacy,Birds,human_rating,110.0,0.7041678595387945,False
228,S3-C1-A1-Q3-O1,Inclusion Fallacy,Mammals,gpt3_rating,236.0,0.0063024163246154785,True
229,S3-C1-A1-Q3-O1,Inclusion Fallacy,Mammals,gpt4_rating,72.0,0.9885339736938477,False
230,S3-C1-A1-Q3-O1,Inclusion Fallacy,Mammals,human_rating,202.0,0.07167518138885498,False
231,S3-C1-A1-Q3-O1,Inclusion Fallacy,Vehicles,gpt3_rating,244.0,0.0029488205909729004,True
232,S3-C1-A1-Q3-O1,Inclusion Fallacy,Vehicles,gpt4_rating,177.0,0.22793716192245483,False
233,S3-C1-A1-Q3-O1,Inclusion Fallacy,Vehicles,human_rating,272.5,8.7738037109375e-05,True
234,S3-C1-A1-Q3-O1,Monotonicity (General),Birds,gpt3_rating,300.0,5.960464477539063e-08,True
235,S3-C1-A1-Q3-O1,Monotonicity (General),Birds,gpt4_rating,300.0,5.960464477539063e-08,True
236,S3-C1-A1-Q3-O1,Monotonicity (General),Birds,human_rating,300.0,5.960464477539063e-08,True
237,S3-C1-A1-Q3-O1,Monotonicity (General),Mammals,gpt3_rating,300.0,5.960464477539063e-08,True
238,S3-C1-A1-Q3-O1,Monotonicity (General),Mammals,gpt4_rating,300.0,5.960464477539063e-08,True
239,S3-C1-A1-Q3-O1,Monotonicity (General),Mammals,human_rating,300.0,5.960464477539063e-08,True
240,S3-C1-A1-Q3-O1,Monotonicity (General),Vehicles,gpt3_rating,300.0,5.960464477539063e-08,True
241,S3-C1-A1-Q3-O1,Monotonicity (General),Vehicles,gpt4_rating,300.0,5.960464477539063e-08,True
242,S3-C1-A1-Q3-O1,Monotonicity (General),Vehicles,human_rating,294.0,8.344650268554688e-07,True
243,S3-C1-A1-Q3-O1,Monotonicity (Specific),Birds,gpt3_rating,300.0,5.960464477539063e-08,True
244,S3-C1-A1-Q3-O1,Monotonicity (Specific),Birds,gpt4_rating,300.0,5.960464477539063e-08,True
245,S3-C1-A1-Q3-O1,Monotonicity (Specific),Birds,human_rating,300.0,5.960464477539063e-08,True
246,S3-C1-A1-Q3-O1,Monotonicity (Specific),Mammals,gpt3_rating,300.0,5.960464477539063e-08,True
247,S3-C1-A1-Q3-O1,Monotonicity (Specific),Mammals,gpt4_rating,300.0,5.960464477539063e-08,True
248,S3-C1-A1-Q3-O1,Monotonicity (Specific),Mammals,human_rating,245.0,0.002665221691131592,True
249,S3-C1-A1-Q3-O1,Monotonicity (Specific),Vehicles,gpt3_rating,300.0,5.960464477539063e-08,True
250,S3-C1-A1-Q3-O1,Monotonicity (Specific),Vehicles,gpt4_rating,288.0,4.172325134277344e-06,True
251,S3-C1-A1-Q3-O1,Monotonicity (Specific),Vehicles,human_rating,169.5,0.08121527863407396,False
252,S3-C1-A1-Q3-O1,Nonmonotonicity (General),Birds,gpt3_rating,4.0,0.9999997019767761,False
253,S3-C1-A1-Q3-O1,Nonmonotonicity (General),Birds,gpt4_rating,277.5,3.814697265625e-05,True
254,S3-C1-A1-Q3-O1,Nonmonotonicity (General),Birds,human_rating,300.0,5.960464477539063e-08,True
255,S3-C1-A1-Q3-O1,Nonmonotonicity (General),Mammals,gpt3_rating,0.0,1.0,False
256,S3-C1-A1-Q3-O1,Nonmonotonicity (General),Mammals,gpt4_rating,220.0,0.022839844226837158,True
257,S3-C1-A1-Q3-O1,Nonmonotonicity (General),Mammals,human_rating,296.5,4.172325134277344e-07,True
258,S3-C1-A1-Q3-O1,Nonmonotonicity (General),Vehicles,gpt3_rating,11.0,0.9999974370002747,False
259,S3-C1-A1-Q3-O1,Nonmonotonicity (General),Vehicles,gpt4_rating,184.0,0.172438383102417,False
260,S3-C1-A1-Q3-O1,Nonmonotonicity (General),Vehicles,human_rating,258.5,0.0006189942359924316,True
261,S3-C1-A1-Q3-O1,Nonmonotonicity (Specific),Birds,gpt3_rating,16.0,0.9999918341636658,False
262,S3-C1-A1-Q3-O1,Nonmonotonicity (Specific),Birds,gpt4_rating,17.0,0.999989926815033,False
263,S3-C1-A1-Q3-O1,Nonmonotonicity (Specific),Birds,human_rating,299.0,1.1920928955078125e-07,True
264,S3-C1-A1-Q3-O1,Nonmonotonicity (Specific),Mammals,gpt3_rating,0.0,1.0,False
265,S3-C1-A1-Q3-O1,Nonmonotonicity (Specific),Mammals,gpt4_rating,0.0,1.0,False
266,S3-C1-A1-Q3-O1,Nonmonotonicity (Specific),Mammals,human_rating,224.5,0.016992568969726562,True
267,S3-C1-A1-Q3-O1,Nonmonotonicity (Specific),Vehicles,gpt3_rating,11.0,0.9999974370002747,False
268,S3-C1-A1-Q3-O1,Nonmonotonicity (Specific),Vehicles,gpt4_rating,5.5,0.9999995827674866,False
269,S3-C1-A1-Q3-O1,Nonmonotonicity (Specific),Vehicles,human_rating,258.5,0.0006189942359924316,True
270,S3-C1-A1-Q3-O1,Similarity,Birds,gpt3_rating,170.0,0.42659977078437805,False
271,S3-C1-A1-Q3-O1,Similarity,Birds,gpt4_rating,312.0,2.6226043701171875e-06,True
272,S3-C1-A1-Q3-O1,Similarity,Birds,human_rating,322.0,1.4901161193847656e-07,True
273,S3-C1-A1-Q3-O1,Similarity,Mammals,gpt3_rating,288.0,0.0016145706176757812,True
274,S3-C1-A1-Q3-O1,Similarity,Mammals,gpt4_rating,337.0,1.6391277313232422e-06,True
275,S3-C1-A1-Q3-O1,Similarity,Mammals,human_rating,350.0,2.9802322387695312e-08,True
276,S3-C1-A1-Q3-O1,Similarity,Vehicles,gpt3_rating,251.0,0.007986485958099365,True
277,S3-C1-A1-Q3-O1,Similarity,Vehicles,gpt4_rating,311.5,3.2782554626464844e-06,True
278,S3-C1-A1-Q3-O1,Similarity,Vehicles,human_rating,324.0,5.960464477539063e-08,True
279,S3-C1-A1-Q3-O1,Specificity,Birds,gpt3_rating,274.0,6.35385513305664e-05,True
280,S3-C1-A1-Q3-O1,Specificity,Birds,gpt4_rating,300.0,5.960464477539063e-08,True
281,S3-C1-A1-Q3-O1,Specificity,Birds,human_rating,300.0,5.960464477539063e-08,True
282,S3-C1-A1-Q3-O1,Specificity,Mammals,gpt3_rating,300.0,5.960464477539063e-08,True
283,S3-C1-A1-Q3-O1,Specificity,Mammals,gpt4_rating,300.0,5.960464477539063e-08,True
284,S3-C1-A1-Q3-O1,Specificity,Mammals,human_rating,300.0,5.960464477539063e-08,True
285,S3-C1-A1-Q3-O1,Specificity,Vehicles,gpt3_rating,216.0,0.030213534832000732,True
286,S3-C1-A1-Q3-O1,Specificity,Vehicles,gpt4_rating,300.0,5.960464477539063e-08,True
287,S3-C1-A1-Q3-O1,Specificity,Vehicles,human_rating,300.0,5.960464477539063e-08,True
288,S3-C1-A1-Q3-O1,Typicality,Birds,gpt3_rating,220.0,0.022839844226837158,True
289,S3-C1-A1-Q3-O1,Typicality,Birds,gpt4_rating,250.5,0.0015715360641479492,True
290,S3-C1-A1-Q3-O1,Typicality,Birds,human_rating,281.0,1.8298625946044922e-05,True
291,S3-C1-A1-Q3-O1,Typicality,Mammals,gpt3_rating,175.0,0.24539929628372192,False
292,S3-C1-A1-Q3-O1,Typicality,Mammals,gpt4_rating,188.0,0.14483356475830078,False
293,S3-C1-A1-Q3-O1,Typicality,Mammals,human_rating,275.0,1.5198802921292732e-05,True
294,S3-C1-A1-Q3-O1,Typicality,Vehicles,gpt3_rating,206.0,0.05698060989379883,False
295,S3-C1-A1-Q3-O1,Typicality,Vehicles,gpt4_rating,295.5,5.960464477539062e-07,True
296,S3-C1-A1-Q3-O1,Typicality,Vehicles,human_rating,300.0,5.960464477539063e-08,True
297,S3-C1-A1-Q4-O1,Asymmetry,Birds,gpt3_rating,87.0,0.9654491543769836,False
298,S3-C1-A1-Q4-O1,Asymmetry,Birds,gpt4_rating,168.0,0.3115471601486206,False
299,S3-C1-A1-Q4-O1,Asymmetry,Birds,human_rating,215.5,0.0018993916078831512,True
300,S3-C1-A1-Q4-O1,Asymmetry,Mammals,gpt3_rating,148.0,0.527946412563324,False
301,S3-C1-A1-Q4-O1,Asymmetry,Mammals,gpt4_rating,120.0,0.8048766851425171,False
302,S3-C1-A1-Q4-O1,Asymmetry,Mammals,human_rating,145.0,0.4156285556139694,False
303,S3-C1-A1-Q4-O1,Asymmetry,Vehicles,gpt3_rating,261.0,0.00042313337326049805,True
304,S3-C1-A1-Q4-O1,Asymmetry,Vehicles,gpt4_rating,159.5,0.40576785802841187,False
305,S3-C1-A1-Q4-O1,Asymmetry,Vehicles,human_rating,206.5,0.004663602494510512,True
306,S3-C1-A1-Q4-O1,Diversity (General),Birds,gpt3_rating,201.0,0.07575047016143799,False
307,S3-C1-A1-Q4-O1,Diversity (General),Birds,gpt4_rating,275.0,5.3822994232177734e-05,True
308,S3-C1-A1-Q4-O1,Diversity (General),Birds,human_rating,150.0,0.5055936574935913,False
309,S3-C1-A1-Q4-O1,Diversity (General),Mammals,gpt3_rating,95.0,0.9430193901062012,False
310,S3-C1-A1-Q4-O1,Diversity (General),Mammals,gpt4_rating,300.0,5.960464477539063e-08,True
311,S3-C1-A1-Q4-O1,Diversity (General),Mammals,human_rating,86.0,0.9676753282546997,False
312,S3-C1-A1-Q4-O1,Diversity (General),Vehicles,gpt3_rating,98.0,0.9322359561920166,False
313,S3-C1-A1-Q4-O1,Diversity (General),Vehicles,gpt4_rating,96.5,0.9395799040794373,False
314,S3-C1-A1-Q4-O1,Diversity (General),Vehicles,human_rating,58.5,0.9923222003427156,False
315,S3-C1-A1-Q4-O1,Diversity (Specific),Birds,gpt3_rating,171.0,0.28229445219039917,False
316,S3-C1-A1-Q4-O1,Diversity (Specific),Birds,gpt4_rating,118.0,0.8201868534088135,False
317,S3-C1-A1-Q4-O1,Diversity (Specific),Birds,human_rating,112.0,0.7855865274413147,False
318,S3-C1-A1-Q4-O1,Diversity (Specific),Mammals,gpt3_rating,164.0,0.352378249168396,False
319,S3-C1-A1-Q4-O1,Diversity (Specific),Mammals,gpt4_rating,102.0,0.9155951738357544,False
320,S3-C1-A1-Q4-O1,Diversity (Specific),Mammals,human_rating,37.5,0.9997162222862244,False
321,S3-C1-A1-Q4-O1,Diversity (Specific),Vehicles,gpt3_rating,173.0,0.26352953910827637,False
322,S3-C1-A1-Q4-O1,Diversity (Specific),Vehicles,gpt4_rating,96.5,0.9395799040794373,False
323,S3-C1-A1-Q4-O1,Diversity (Specific),Vehicles,human_rating,104.0,0.8496950392741645,False
324,S3-C1-A1-Q4-O1,Inclusion Fallacy,Birds,gpt3_rating,212.0,0.039364635944366455,True
325,S3-C1-A1-Q4-O1,Inclusion Fallacy,Birds,gpt4_rating,56.0,0.9973347783088684,False
326,S3-C1-A1-Q4-O1,Inclusion Fallacy,Birds,human_rating,110.0,0.7041678595387945,False
327,S3-C1-A1-Q4-O1,Inclusion Fallacy,Mammals,gpt3_rating,236.0,0.0063024163246154785,True
328,S3-C1-A1-Q4-O1,Inclusion Fallacy,Mammals,gpt4_rating,121.5,0.7969439625740051,False
329,S3-C1-A1-Q4-O1,Inclusion Fallacy,Mammals,human_rating,202.0,0.07167518138885498,False
330,S3-C1-A1-Q4-O1,Inclusion Fallacy,Vehicles,gpt3_rating,244.0,0.0029488205909729004,True
331,S3-C1-A1-Q4-O1,Inclusion Fallacy,Vehicles,gpt4_rating,215.5,0.03232467174530029,True
332,S3-C1-A1-Q4-O1,Inclusion Fallacy,Vehicles,human_rating,272.5,8.7738037109375e-05,True
333,S3-C1-A1-Q4-O1,Monotonicity (General),Birds,gpt3_rating,300.0,5.960464477539063e-08,True
334,S3-C1-A1-Q4-O1,Monotonicity (General),Birds,gpt4_rating,300.0,5.960464477539063e-08,True
335,S3-C1-A1-Q4-O1,Monotonicity (General),Birds,human_rating,300.0,5.960464477539063e-08,True
336,S3-C1-A1-Q4-O1,Monotonicity (General),Mammals,gpt3_rating,300.0,5.960464477539063e-08,True
337,S3-C1-A1-Q4-O1,Monotonicity (General),Mammals,gpt4_rating,300.0,5.960464477539063e-08,True
338,S3-C1-A1-Q4-O1,Monotonicity (General),Mammals,human_rating,300.0,5.960464477539063e-08,True
339,S3-C1-A1-Q4-O1,Monotonicity (General),Vehicles,gpt3_rating,300.0,5.960464477539063e-08,True
340,S3-C1-A1-Q4-O1,Monotonicity (General),Vehicles,gpt4_rating,300.0,5.960464477539063e-08,True
341,S3-C1-A1-Q4-O1,Monotonicity (General),Vehicles,human_rating,294.0,8.344650268554688e-07,True
342,S3-C1-A1-Q4-O1,Monotonicity (Specific),Birds,gpt3_rating,300.0,5.960464477539063e-08,True
343,S3-C1-A1-Q4-O1,Monotonicity (Specific),Birds,gpt4_rating,300.0,5.960464477539063e-08,True
344,S3-C1-A1-Q4-O1,Monotonicity (Specific),Birds,human_rating,300.0,5.960464477539063e-08,True
345,S3-C1-A1-Q4-O1,Monotonicity (Specific),Mammals,gpt3_rating,300.0,5.960464477539063e-08,True
346,S3-C1-A1-Q4-O1,Monotonicity (Specific),Mammals,gpt4_rating,300.0,5.960464477539063e-08,True
347,S3-C1-A1-Q4-O1,Monotonicity (Specific),Mammals,human_rating,245.0,0.002665221691131592,True
348,S3-C1-A1-Q4-O1,Monotonicity (Specific),Vehicles,gpt3_rating,300.0,5.960464477539063e-08,True
349,S3-C1-A1-Q4-O1,Monotonicity (Specific),Vehicles,gpt4_rating,270.5,0.00011962652206420898,True
350,S3-C1-A1-Q4-O1,Monotonicity (Specific),Vehicles,human_rating,169.5,0.08121527863407396,False
351,S3-C1-A1-Q4-O1,Nonmonotonicity (General),Birds,gpt3_rating,4.0,0.9999997019767761,False
352,S3-C1-A1-Q4-O1,Nonmonotonicity (General),Birds,gpt4_rating,193.0,0.11459481716156006,False
353,S3-C1-A1-Q4-O1,Nonmonotonicity (General),Birds,human_rating,300.0,5.960464477539063e-08,True
354,S3-C1-A1-Q4-O1,Nonmonotonicity (General),Mammals,gpt3_rating,0.0,1.0,False
355,S3-C1-A1-Q4-O1,Nonmonotonicity (General),Mammals,gpt4_rating,248.5,0.0019503235816955566,True
356,S3-C1-A1-Q4-O1,Nonmonotonicity (General),Mammals,human_rating,296.5,4.172325134277344e-07,True
357,S3-C1-A1-Q4-O1,Nonmonotonicity (General),Vehicles,gpt3_rating,11.0,0.9999974370002747,False
358,S3-C1-A1-Q4-O1,Nonmonotonicity (General),Vehicles,gpt4_rating,193.5,0.11459481716156006,False
359,S3-C1-A1-Q4-O1,Nonmonotonicity (General),Vehicles,human_rating,258.5,0.0006189942359924316,True
360,S3-C1-A1-Q4-O1,Nonmonotonicity (Specific),Birds,gpt3_rating,16.0,0.9999918341636658,False
361,S3-C1-A1-Q4-O1,Nonmonotonicity (Specific),Birds,gpt4_rating,31.0,0.9998803734779358,False
362,S3-C1-A1-Q4-O1,Nonmonotonicity (Specific),Birds,human_rating,299.0,1.1920928955078125e-07,True
363,S3-C1-A1-Q4-O1,Nonmonotonicity (Specific),Mammals,gpt3_rating,0.0,1.0,False
364,S3-C1-A1-Q4-O1,Nonmonotonicity (Specific),Mammals,gpt4_rating,3.5,0.9999998211860657,False
365,S3-C1-A1-Q4-O1,Nonmonotonicity (Specific),Mammals,human_rating,224.5,0.016992568969726562,True
366,S3-C1-A1-Q4-O1,Nonmonotonicity (Specific),Vehicles,gpt3_rating,11.0,0.9999974370002747,False
367,S3-C1-A1-Q4-O1,Nonmonotonicity (Specific),Vehicles,gpt4_rating,7.0,0.9999991655349731,False
368,S3-C1-A1-Q4-O1,Nonmonotonicity (Specific),Vehicles,human_rating,258.5,0.0006189942359924316,True
369,S3-C1-A1-Q4-O1,Similarity,Birds,gpt3_rating,170.0,0.42659977078437805,False
370,S3-C1-A1-Q4-O1,Similarity,Birds,gpt4_rating,323.5,8.940696716308594e-08,True
371,S3-C1-A1-Q4-O1,Similarity,Birds,human_rating,322.0,1.4901161193847656e-07,True
372,S3-C1-A1-Q4-O1,Similarity,Mammals,gpt3_rating,288.0,0.0016145706176757812,True
373,S3-C1-A1-Q4-O1,Similarity,Mammals,gpt4_rating,319.0,4.0784478187561035e-05,True
374,S3-C1-A1-Q4-O1,Similarity,Mammals,human_rating,350.0,2.9802322387695312e-08,True
375,S3-C1-A1-Q4-O1,Similarity,Vehicles,gpt3_rating,251.0,0.007986485958099365,True
376,S3-C1-A1-Q4-O1,Similarity,Vehicles,gpt4_rating,325.0,2.9802322387695312e-08,True
377,S3-C1-A1-Q4-O1,Similarity,Vehicles,human_rating,324.0,5.960464477539063e-08,True
378,S3-C1-A1-Q4-O1,Specificity,Birds,gpt3_rating,274.0,6.35385513305664e-05,True
379,S3-C1-A1-Q4-O1,Specificity,Birds,gpt4_rating,300.0,5.960464477539063e-08,True
380,S3-C1-A1-Q4-O1,Specificity,Birds,human_rating,300.0,5.960464477539063e-08,True
381,S3-C1-A1-Q4-O1,Specificity,Mammals,gpt3_rating,300.0,5.960464477539063e-08,True
382,S3-C1-A1-Q4-O1,Specificity,Mammals,gpt4_rating,300.0,5.960464477539063e-08,True
383,S3-C1-A1-Q4-O1,Specificity,Mammals,human_rating,300.0,5.960464477539063e-08,True
384,S3-C1-A1-Q4-O1,Specificity,Vehicles,gpt3_rating,216.0,0.030213534832000732,True
385,S3-C1-A1-Q4-O1,Specificity,Vehicles,gpt4_rating,300.0,5.960464477539063e-08,True
386,S3-C1-A1-Q4-O1,Specificity,Vehicles,human_rating,300.0,5.960464477539063e-08,True
387,S3-C1-A1-Q4-O1,Typicality,Birds,gpt3_rating,220.0,0.022839844226837158,True
388,S3-C1-A1-Q4-O1,Typicality,Birds,gpt4_rating,300.0,5.960464477539063e-08,True
389,S3-C1-A1-Q4-O1,Typicality,Birds,human_rating,281.0,1.8298625946044922e-05,True
390,S3-C1-A1-Q4-O1,Typicality,Mammals,gpt3_rating,175.0,0.24539929628372192,False
391,S3-C1-A1-Q4-O1,Typicality,Mammals,gpt4_rating,190.5,0.13217145204544067,False
392,S3-C1-A1-Q4-O1,Typicality,Mammals,human_rating,275.0,1.5198802921292732e-05,True
393,S3-C1-A1-Q4-O1,Typicality,Vehicles,gpt3_rating,206.0,0.05698060989379883,False
394,S3-C1-A1-Q4-O1,Typicality,Vehicles,gpt4_rating,286.5,6.556510925292969e-06,True
395,S3-C1-A1-Q4-O1,Typicality,Vehicles,human_rating,300.0,5.960464477539063e-08,True
