,domain,phenomenon_number,phenomenon_name,sample_num,arg1_premises,arg1_conclusion,arg2_premises,arg2_conclusion,is_osherson,arg2_is_stronger
0,Birds,1,Premise-conclusion Similarity,-1,"['robin', 'bluejay']",sparrow,"['robin', 'bluejay']",goose,True,False
1,Birds,1,Premise-conclusion Similarity,0,['Falcons'],Herons,['Penguins'],Herons,False,False
2,Birds,1,Premise-conclusion Similarity,1,['Ostriches'],Seagulls,['Magpies'],Seagulls,False,True
3,Birds,1,Premise-conclusion Similarity,2,['Magpies'],Sparrows,['Storks'],Sparrows,False,False
4,Birds,1,Premise-conclusion Similarity,3,['Ostriches'],Storks,['Roosters'],Storks,False,False
5,Birds,1,Premise-conclusion Similarity,4,['Ostriches'],Turkeys,['Penguins'],Turkeys,False,False
6,Birds,1,Premise-conclusion Similarity,5,['Falcons'],Swallows,['Penguins'],Swallows,False,False
7,Birds,1,Premise-conclusion Similarity,7,['Parrots'],Canaries,['Penguins'],Canaries,False,False
8,Birds,1,Premise-conclusion Similarity,10,['Swans'],Falcons,['Vultures'],Falcons,False,True
9,Birds,1,Premise-conclusion Similarity,11,['Roosters'],Turkeys,['Penguins'],Turkeys,False,False
10,Birds,1,Premise-conclusion Similarity,12,['Chickens'],Eagles,['Owls'],Eagles,False,True
11,Birds,1,Premise-conclusion Similarity,13,['Vultures'],Herons,['Penguins'],Herons,False,False
12,Birds,1,Premise-conclusion Similarity,14,['Ducks'],Doves,['Ostriches'],Doves,False,False
13,Birds,1,Premise-conclusion Similarity,16,['Penguins'],Vultures,['Ostriches'],Vultures,False,True
14,Birds,1,Premise-conclusion Similarity,19,['Owls'],Eagles,['Ducks'],Eagles,False,False
15,Birds,1,Premise-conclusion Similarity,20,['Falcons'],Canaries,['Parrots'],Canaries,False,True
16,Birds,1,Premise-conclusion Similarity,21,['Swallows'],Magpies,['Swans'],Magpies,False,False
17,Birds,1,Premise-conclusion Similarity,23,['Roosters'],Peacocks,['Penguins'],Peacocks,False,False
18,Birds,1,Premise-conclusion Similarity,24,['Ducks'],Eagles,['Herons'],Eagles,False,True
19,Birds,1,Premise-conclusion Similarity,25,['Ostriches'],Doves,['Seagulls'],Doves,False,True
20,Birds,1,Premise-conclusion Similarity,26,['Penguins'],Doves,['Magpies'],Doves,False,True
21,Birds,1,Premise-conclusion Similarity,28,['Swallows'],Seagulls,['Ostriches'],Seagulls,False,False
22,Birds,1,Premise-conclusion Similarity,30,['Roosters'],Chickens,['Penguins'],Chickens,False,False
23,Birds,1,Premise-conclusion Similarity,34,['Storks'],Blackbirds,['Doves'],Blackbirds,False,True
24,Birds,2,Premise Typicality,-1,['robin'],Birds,['penguin'],Birds,True,False
25,Birds,2,Premise Typicality,0,['Penguins'],Birds,['Sparrows'],Birds,False,True
26,Birds,2,Premise Typicality,1,['Ostriches'],Birds,['Blackbirds'],Birds,False,True
27,Birds,2,Premise Typicality,3,['Ostriches'],Birds,['Doves'],Birds,False,True
28,Birds,2,Premise Typicality,4,['Blackbirds'],Birds,['Chickens'],Birds,False,False
29,Birds,2,Premise Typicality,5,['Chickens'],Birds,['Doves'],Birds,False,True
30,Birds,2,Premise Typicality,6,['Blackbirds'],Birds,['Turkeys'],Birds,False,False
31,Birds,2,Premise Typicality,7,['Roosters'],Birds,['Doves'],Birds,False,True
32,Birds,2,Premise Typicality,9,['Chickens'],Birds,['Crows'],Birds,False,True
33,Birds,2,Premise Typicality,10,['Robins'],Birds,['Chickens'],Birds,False,False
34,Birds,2,Premise Typicality,12,['Ostriches'],Birds,['Robins'],Birds,False,True
35,Birds,2,Premise Typicality,13,['Penguins'],Birds,['Blackbirds'],Birds,False,True
36,Birds,2,Premise Typicality,14,['Doves'],Birds,['Penguins'],Birds,False,False
37,Birds,2,Premise Typicality,16,['Roosters'],Birds,['Crows'],Birds,False,True
38,Birds,2,Premise Typicality,18,['Blackbirds'],Birds,['Roosters'],Birds,False,False
39,Birds,2,Premise Typicality,19,['Crows'],Birds,['Turkeys'],Birds,False,False
40,Birds,2,Premise Typicality,22,['Crows'],Birds,['Penguins'],Birds,False,False
41,Birds,2,Premise Typicality,24,['Doves'],Birds,['Turkeys'],Birds,False,False
42,Birds,2,Premise Typicality,31,['Sparrows'],Birds,['Turkeys'],Birds,False,False
43,Birds,2,Premise Typicality,34,['Roosters'],Birds,['Sparrows'],Birds,False,True
44,Birds,2,Premise Typicality,37,['Penguins'],Birds,['Robins'],Birds,False,True
45,Birds,2,Premise Typicality,66,['Ostriches'],Birds,['Sparrows'],Birds,False,True
46,Birds,2,Premise Typicality,77,['Robins'],Birds,['Roosters'],Birds,False,False
47,Birds,2,Premise Typicality,82,['Crows'],Birds,['Ostriches'],Birds,False,False
48,Birds,3,Conclusion Specificity,-1,"['bluejay', 'falcon']",Animals,"['bluejay', 'falcon']",Birds,True,True
49,Birds,3,Conclusion Specificity,0,"['Eagles', 'Crows']",Animals,"['Eagles', 'Crows']",Birds,False,True
50,Birds,3,Conclusion Specificity,1,"['Magpies', 'Turkeys']",Birds,"['Magpies', 'Turkeys']",Animals,False,False
51,Birds,3,Conclusion Specificity,2,"['Peacocks', 'Roosters']",Animals,"['Peacocks', 'Roosters']",Birds,False,True
52,Birds,3,Conclusion Specificity,3,"['Ostriches', 'Parrots']",Birds,"['Ostriches', 'Parrots']",Animals,False,False
53,Birds,3,Conclusion Specificity,4,"['Roosters', 'Turkeys']",Birds,"['Roosters', 'Turkeys']",Animals,False,False
54,Birds,3,Conclusion Specificity,5,"['Herons', 'Canaries']",Animals,"['Herons', 'Canaries']",Birds,False,True
55,Birds,3,Conclusion Specificity,6,"['Ducks', 'Turkeys']",Birds,"['Ducks', 'Turkeys']",Animals,False,False
56,Birds,3,Conclusion Specificity,7,"['Vultures', 'Turkeys']",Animals,"['Vultures', 'Turkeys']",Birds,False,True
57,Birds,3,Conclusion Specificity,8,"['Canaries', 'Magpies']",Birds,"['Canaries', 'Magpies']",Animals,False,False
58,Birds,3,Conclusion Specificity,9,"['Turkeys', 'Crows']",Birds,"['Turkeys', 'Crows']",Animals,False,False
59,Birds,3,Conclusion Specificity,10,"['Owls', 'Falcons']",Birds,"['Owls', 'Falcons']",Animals,False,False
60,Birds,3,Conclusion Specificity,12,"['Swans', 'Owls']",Animals,"['Swans', 'Owls']",Birds,False,True
61,Birds,3,Conclusion Specificity,13,"['Ducks', 'Sparrows']",Birds,"['Ducks', 'Sparrows']",Animals,False,False
62,Birds,3,Conclusion Specificity,15,"['Peacocks', 'Falcons']",Animals,"['Peacocks', 'Falcons']",Birds,False,True
63,Birds,3,Conclusion Specificity,17,"['Canaries', 'Vultures']",Animals,"['Canaries', 'Vultures']",Birds,False,True
64,Birds,3,Conclusion Specificity,18,"['Swallows', 'Magpies']",Animals,"['Swallows', 'Magpies']",Birds,False,True
65,Birds,3,Conclusion Specificity,19,"['Swans', 'Ostriches']",Birds,"['Swans', 'Ostriches']",Animals,False,False
66,Birds,3,Conclusion Specificity,20,"['Robins', 'Ostriches']",Birds,"['Robins', 'Ostriches']",Animals,False,False
67,Birds,3,Conclusion Specificity,21,"['Parrots', 'Herons']",Birds,"['Parrots', 'Herons']",Animals,False,False
68,Birds,3,Conclusion Specificity,22,"['Swallows', 'Sparrows']",Birds,"['Swallows', 'Sparrows']",Animals,False,False
69,Birds,3,Conclusion Specificity,23,"['Seagulls', 'Storks']",Animals,"['Seagulls', 'Storks']",Birds,False,True
70,Birds,3,Conclusion Specificity,24,"['Doves', 'Penguins']",Birds,"['Doves', 'Penguins']",Animals,False,False
71,Birds,3,Conclusion Specificity,26,"['Seagulls', 'Penguins']",Animals,"['Seagulls', 'Penguins']",Birds,False,True
72,Birds,4,Premise Monotonicity (General),-1,"['sparrow', 'eagle']",Birds,"['hawk', 'sparrow', 'eagle']",Birds,True,True
73,Birds,4,Premise Monotonicity (General),0,"['Canaries', 'Parrots']",Birds,"['Canaries', 'Parrots', 'Swans']",Birds,False,True
74,Birds,4,Premise Monotonicity (General),1,"['Falcons', 'Seagulls']",Birds,"['Falcons', 'Seagulls', 'Turkeys']",Birds,False,True
75,Birds,4,Premise Monotonicity (General),2,"['Eagles', 'Falcons']",Birds,"['Eagles', 'Falcons', 'Storks']",Birds,False,True
76,Birds,4,Premise Monotonicity (General),3,"['Swans', 'Storks', 'Penguins']",Birds,"['Swans', 'Storks']",Birds,False,False
77,Birds,4,Premise Monotonicity (General),4,"['Doves', 'Blackbirds']",Birds,"['Doves', 'Blackbirds', 'Magpies']",Birds,False,True
78,Birds,4,Premise Monotonicity (General),5,"['Chickens', 'Seagulls']",Birds,"['Chickens', 'Seagulls', 'Penguins']",Birds,False,True
79,Birds,4,Premise Monotonicity (General),6,"['Herons', 'Parrots']",Birds,"['Herons', 'Parrots', 'Falcons']",Birds,False,True
80,Birds,4,Premise Monotonicity (General),10,"['Falcons', 'Sparrows', 'Peacocks']",Birds,"['Falcons', 'Sparrows']",Birds,False,False
81,Birds,4,Premise Monotonicity (General),12,"['Seagulls', 'Doves']",Birds,"['Seagulls', 'Doves', 'Penguins']",Birds,False,True
82,Birds,4,Premise Monotonicity (General),13,"['Falcons', 'Parrots', 'Penguins']",Birds,"['Falcons', 'Parrots']",Birds,False,False
83,Birds,4,Premise Monotonicity (General),14,"['Falcons', 'Chickens', 'Roosters']",Birds,"['Falcons', 'Chickens']",Birds,False,False
84,Birds,4,Premise Monotonicity (General),15,"['Blackbirds', 'Owls']",Birds,"['Blackbirds', 'Owls', 'Storks']",Birds,False,True
85,Birds,4,Premise Monotonicity (General),16,"['Crows', 'Robins']",Birds,"['Crows', 'Robins', 'Herons']",Birds,False,True
86,Birds,4,Premise Monotonicity (General),17,"['Swans', 'Crows', 'Peacocks']",Birds,"['Swans', 'Crows']",Birds,False,False
87,Birds,4,Premise Monotonicity (General),18,"['Canaries', 'Owls']",Birds,"['Canaries', 'Owls', 'Ducks']",Birds,False,True
88,Birds,4,Premise Monotonicity (General),20,"['Magpies', 'Falcons']",Birds,"['Magpies', 'Falcons', 'Ducks']",Birds,False,True
89,Birds,4,Premise Monotonicity (General),22,"['Doves', 'Owls']",Birds,"['Doves', 'Owls', 'Ostriches']",Birds,False,True
90,Birds,4,Premise Monotonicity (General),23,"['Magpies', 'Blackbirds', 'Herons']",Birds,"['Magpies', 'Blackbirds']",Birds,False,False
91,Birds,4,Premise Monotonicity (General),24,"['Robins', 'Turkeys']",Birds,"['Robins', 'Turkeys', 'Chickens']",Birds,False,True
92,Birds,4,Premise Monotonicity (General),25,"['Robins', 'Seagulls']",Birds,"['Robins', 'Seagulls', 'Ducks']",Birds,False,True
93,Birds,4,Premise Monotonicity (General),26,"['Doves', 'Peacocks']",Birds,"['Doves', 'Peacocks', 'Ostriches']",Birds,False,True
94,Birds,4,Premise Monotonicity (General),27,"['Storks', 'Peacocks']",Birds,"['Storks', 'Peacocks', 'Chickens']",Birds,False,True
95,Birds,4,Premise Monotonicity (General),30,"['Storks', 'Robins']",Birds,"['Storks', 'Robins', 'Roosters']",Birds,False,True
96,Birds,5,Premise Monotonicity (Specific),0,"['Magpies', 'Owls']",Robins,"['Magpies', 'Owls', 'Ostriches']",Robins,False,True
97,Birds,5,Premise Monotonicity (Specific),1,"['Crows', 'Chickens']",Blackbirds,"['Crows', 'Chickens', 'Ostriches']",Blackbirds,False,True
98,Birds,5,Premise Monotonicity (Specific),2,"['Parrots', 'Falcons']",Peacocks,"['Parrots', 'Falcons', 'Penguins']",Peacocks,False,True
99,Birds,5,Premise Monotonicity (Specific),3,"['Owls', 'Swans', 'Penguins']",Vultures,"['Owls', 'Swans']",Vultures,False,False
100,Birds,5,Premise Monotonicity (Specific),5,"['Robins', 'Doves']",Penguins,"['Robins', 'Doves', 'Canaries']",Penguins,False,True
101,Birds,5,Premise Monotonicity (Specific),6,"['Blackbirds', 'Chickens']",Sparrows,"['Blackbirds', 'Chickens', 'Roosters']",Sparrows,False,True
102,Birds,5,Premise Monotonicity (Specific),7,"['Swans', 'Seagulls']",Penguins,"['Swans', 'Seagulls', 'Ostriches']",Penguins,False,True
103,Birds,5,Premise Monotonicity (Specific),8,"['Peacocks', 'Vultures', 'Ostriches']",Blackbirds,"['Peacocks', 'Vultures']",Blackbirds,False,False
104,Birds,5,Premise Monotonicity (Specific),9,"['Magpies', 'Doves', 'Chickens']",Herons,"['Magpies', 'Doves']",Herons,False,False
105,Birds,5,Premise Monotonicity (Specific),11,"['Herons', 'Sparrows', 'Ostriches']",Crows,"['Herons', 'Sparrows']",Crows,False,False
106,Birds,5,Premise Monotonicity (Specific),12,"['Crows', 'Chickens', 'Penguins']",Herons,"['Crows', 'Chickens']",Herons,False,False
107,Birds,5,Premise Monotonicity (Specific),14,"['Owls', 'Seagulls', 'Penguins']",Roosters,"['Owls', 'Seagulls']",Roosters,False,False
108,Birds,5,Premise Monotonicity (Specific),16,"['Blackbirds', 'Ducks', 'Turkeys']",Canaries,"['Blackbirds', 'Ducks']",Canaries,False,False
109,Birds,5,Premise Monotonicity (Specific),17,"['Eagles', 'Chickens']",Sparrows,"['Eagles', 'Chickens', 'Penguins']",Sparrows,False,True
110,Birds,5,Premise Monotonicity (Specific),20,"['Chickens', 'Turkeys']",Crows,"['Chickens', 'Turkeys', 'Penguins']",Crows,False,True
111,Birds,5,Premise Monotonicity (Specific),21,"['Peacocks', 'Blackbirds', 'Roosters']",Doves,"['Peacocks', 'Blackbirds']",Doves,False,False
112,Birds,5,Premise Monotonicity (Specific),22,"['Canaries', 'Seagulls']",Magpies,"['Canaries', 'Seagulls', 'Eagles']",Magpies,False,True
113,Birds,5,Premise Monotonicity (Specific),24,"['Ducks', 'Swallows']",Owls,"['Ducks', 'Swallows', 'Ostriches']",Owls,False,True
114,Birds,5,Premise Monotonicity (Specific),28,"['Seagulls', 'Falcons']",Herons,"['Seagulls', 'Falcons', 'Ducks']",Herons,False,True
115,Birds,5,Premise Monotonicity (Specific),30,"['Parrots', 'Swans', 'Roosters']",Ostriches,"['Parrots', 'Swans']",Ostriches,False,False
116,Birds,5,Premise Monotonicity (Specific),32,"['Peacocks', 'Chickens']",Robins,"['Peacocks', 'Chickens', 'Ostriches']",Robins,False,True
117,Birds,5,Premise Monotonicity (Specific),33,"['Parrots', 'Vultures', 'Peacocks']",Eagles,"['Parrots', 'Vultures']",Eagles,False,False
118,Birds,5,Premise Monotonicity (Specific),34,"['Eagles', 'Swans', 'Chickens']",Ostriches,"['Eagles', 'Swans']",Ostriches,False,False
119,Birds,5,Premise Monotonicity (Specific),36,"['Seagulls', 'Sparrows']",Swans,"['Seagulls', 'Sparrows', 'Canaries']",Swans,False,True
120,Birds,6,Premise Diversity (General),0,"['Falcons', 'Penguins']",Birds,"['Falcons', 'Vultures']",Birds,False,False
121,Birds,6,Premise Diversity (General),1,"['Vultures', 'Ostriches']",Birds,"['Vultures', 'Chickens']",Birds,False,True
122,Birds,6,Premise Diversity (General),2,"['Eagles', 'Ducks']",Birds,"['Eagles', 'Herons']",Birds,False,False
123,Birds,6,Premise Diversity (General),3,"['Eagles', 'Owls']",Birds,"['Eagles', 'Ducks']",Birds,False,True
124,Birds,6,Premise Diversity (General),4,"['Canaries', 'Parrots']",Birds,"['Canaries', 'Storks']",Birds,False,True
125,Birds,6,Premise Diversity (General),5,"['Crows', 'Swans']",Birds,"['Crows', 'Magpies']",Birds,False,False
126,Birds,6,Premise Diversity (General),6,"['Storks', 'Roosters']",Birds,"['Storks', 'Ostriches']",Birds,False,False
127,Birds,6,Premise Diversity (General),7,"['Vultures', 'Penguins']",Birds,"['Vultures', 'Ostriches']",Birds,False,False
128,Birds,6,Premise Diversity (General),8,"['Crows', 'Vultures']",Birds,"['Crows', 'Swans']",Birds,False,True
129,Birds,6,Premise Diversity (General),9,"['Canaries', 'Penguins']",Birds,"['Canaries', 'Parrots']",Birds,False,False
130,Birds,6,Premise Diversity (General),10,"['Vultures', 'Ducks']",Birds,"['Vultures', 'Ostriches']",Birds,False,False
131,Birds,6,Premise Diversity (General),11,"['Herons', 'Storks']",Birds,"['Herons', 'Penguins']",Birds,False,True
132,Birds,6,Premise Diversity (General),14,"['Peacocks', 'Penguins']",Birds,"['Peacocks', 'Roosters']",Birds,False,False
133,Birds,6,Premise Diversity (General),15,"['Swallows', 'Falcons']",Birds,"['Swallows', 'Penguins']",Birds,False,True
134,Birds,6,Premise Diversity (General),16,"['Falcons', 'Swans']",Birds,"['Falcons', 'Vultures']",Birds,False,False
135,Birds,6,Premise Diversity (General),21,"['Crows', 'Swans']",Birds,"['Crows', 'Swallows']",Birds,False,False
136,Birds,6,Premise Diversity (General),22,"['Turkeys', 'Roosters']",Birds,"['Turkeys', 'Penguins']",Birds,False,True
137,Birds,6,Premise Diversity (General),23,"['Blackbirds', 'Magpies']",Birds,"['Blackbirds', 'Swans']",Birds,False,True
138,Birds,6,Premise Diversity (General),24,"['Sparrows', 'Canaries']",Birds,"['Sparrows', 'Vultures']",Birds,False,True
139,Birds,6,Premise Diversity (General),28,"['Owls', 'Falcons']",Birds,"['Owls', 'Penguins']",Birds,False,True
140,Birds,6,Premise Diversity (General),29,"['Sparrows', 'Robins']",Birds,"['Sparrows', 'Penguins']",Birds,False,True
141,Birds,6,Premise Diversity (General),30,"['Seagulls', 'Ostriches']",Birds,"['Seagulls', 'Magpies']",Birds,False,False
142,Birds,6,Premise Diversity (General),31,"['Sparrows', 'Parrots']",Birds,"['Sparrows', 'Blackbirds']",Birds,False,False
143,Birds,6,Premise Diversity (General),32,"['Eagles', 'Swans']",Birds,"['Eagles', 'Herons']",Birds,False,False
144,Birds,7,Premise Diversity (Specific),5,"['Falcons', 'Swans']",Swallows,"['Falcons', 'Eagles']",Swallows,False,False
145,Birds,7,Premise Diversity (Specific),25,"['Vultures', 'Ostriches']",Magpies,"['Vultures', 'Chickens']",Magpies,False,True
146,Birds,7,Premise Diversity (Specific),34,"['Storks', 'Roosters']",Owls,"['Storks', 'Ostriches']",Owls,False,False
147,Birds,7,Premise Diversity (Specific),38,"['Ducks', 'Eagles']",Swallows,"['Ducks', 'Chickens']",Swallows,False,False
148,Birds,7,Premise Diversity (Specific),43,"['Turkeys', 'Roosters']",Swans,"['Turkeys', 'Penguins']",Swans,False,True
149,Birds,7,Premise Diversity (Specific),64,"['Turkeys', 'Penguins']",Storks,"['Turkeys', 'Roosters']",Storks,False,False
150,Birds,7,Premise Diversity (Specific),68,"['Ostriches', 'Roosters']",Vultures,"['Ostriches', 'Turkeys']",Vultures,False,False
151,Birds,7,Premise Diversity (Specific),73,"['Ostriches', 'Roosters']",Herons,"['Ostriches', 'Turkeys']",Herons,False,False
152,Birds,7,Premise Diversity (Specific),77,"['Storks', 'Swans']",Crows,"['Storks', 'Canaries']",Crows,False,True
153,Birds,7,Premise Diversity (Specific),84,"['Turkeys', 'Penguins']",Ducks,"['Turkeys', 'Peacocks']",Ducks,False,False
154,Birds,7,Premise Diversity (Specific),106,"['Turkeys', 'Penguins']",Blackbirds,"['Turkeys', 'Ostriches']",Blackbirds,False,False
155,Birds,7,Premise Diversity (Specific),122,"['Roosters', 'Peacocks']",Ducks,"['Roosters', 'Penguins']",Ducks,False,True
156,Birds,7,Premise Diversity (Specific),126,"['Owls', 'Swans']",Blackbirds,"['Owls', 'Eagles']",Blackbirds,False,False
157,Birds,7,Premise Diversity (Specific),131,"['Storks', 'Swans']",Owls,"['Storks', 'Roosters']",Owls,False,True
158,Birds,7,Premise Diversity (Specific),142,"['Chickens', 'Penguins']",Ducks,"['Chickens', 'Peacocks']",Ducks,False,False
159,Birds,7,Premise Diversity (Specific),143,"['Ducks', 'Chickens']",Seagulls,"['Ducks', 'Vultures']",Seagulls,False,True
160,Birds,7,Premise Diversity (Specific),163,"['Owls', 'Swans']",Swallows,"['Owls', 'Eagles']",Swallows,False,False
161,Birds,7,Premise Diversity (Specific),195,"['Parrots', 'Canaries']",Seagulls,"['Parrots', 'Penguins']",Seagulls,False,True
162,Birds,7,Premise Diversity (Specific),244,"['Crows', 'Swans']",Doves,"['Crows', 'Vultures']",Doves,False,False
163,Birds,7,Premise Diversity (Specific),245,"['Crows', 'Swans']",Doves,"['Crows', 'Herons']",Doves,False,False
164,Birds,7,Premise Diversity (Specific),313,"['Storks', 'Swans']",Eagles,"['Storks', 'Roosters']",Eagles,False,True
165,Birds,7,Premise Diversity (Specific),324,"['Vultures', 'Ostriches']",Blackbirds,"['Vultures', 'Penguins']",Blackbirds,False,True
166,Birds,7,Premise Diversity (Specific),385,"['Eagles', 'Chickens']",Seagulls,"['Eagles', 'Owls']",Seagulls,False,False
167,Birds,7,Premise Diversity (Specific),394,"['Roosters', 'Chickens']",Swallows,"['Roosters', 'Ostriches']",Swallows,False,True
168,Birds,8,Nonmonotonicity (General),-1,"['crow', 'peacock']",Birds,"['crow', 'peacock', 'rabbit']",Birds,True,False
169,Birds,8,Nonmonotonicity (General),0,"['Vultures', 'Peacocks']",Birds,"['Vultures', 'Peacocks', 'Leeches']",Birds,False,False
170,Birds,8,Nonmonotonicity (General),1,"['Swans', 'Eagles']",Birds,"['Swans', 'Eagles', 'Beetles']",Birds,False,False
171,Birds,8,Nonmonotonicity (General),2,"['Robins', 'Ostriches']",Birds,"['Robins', 'Ostriches', 'Dragonflies']",Birds,False,False
172,Birds,8,Nonmonotonicity (General),3,"['Ostriches', 'Ducks', 'Ladybugs']",Birds,"['Ostriches', 'Ducks']",Birds,False,True
173,Birds,8,Nonmonotonicity (General),4,"['Robins', 'Swans']",Birds,"['Robins', 'Swans', 'Earwigs']",Birds,False,False
174,Birds,8,Nonmonotonicity (General),5,"['Owls', 'Canaries', 'Beetles']",Birds,"['Owls', 'Canaries']",Birds,False,True
175,Birds,8,Nonmonotonicity (General),6,"['Turkeys', 'Vultures', 'Ladybugs']",Birds,"['Turkeys', 'Vultures']",Birds,False,True
176,Birds,8,Nonmonotonicity (General),7,"['Storks', 'Parrots']",Birds,"['Storks', 'Parrots', 'Spiders']",Birds,False,False
177,Birds,8,Nonmonotonicity (General),8,"['Eagles', 'Storks']",Birds,"['Eagles', 'Storks', 'Crickets']",Birds,False,False
178,Birds,8,Nonmonotonicity (General),9,"['Blackbirds', 'Vultures', 'Crickets']",Birds,"['Blackbirds', 'Vultures']",Birds,False,True
179,Birds,8,Nonmonotonicity (General),10,"['Vultures', 'Canaries', 'Earwigs']",Birds,"['Vultures', 'Canaries']",Birds,False,True
180,Birds,8,Nonmonotonicity (General),11,"['Roosters', 'Parrots']",Birds,"['Roosters', 'Parrots', 'Flies']",Birds,False,False
181,Birds,8,Nonmonotonicity (General),12,"['Blackbirds', 'Robins', 'Flees']",Birds,"['Blackbirds', 'Robins']",Birds,False,True
182,Birds,8,Nonmonotonicity (General),13,"['Chickens', 'Eagles', 'Ants']",Birds,"['Chickens', 'Eagles']",Birds,False,True
183,Birds,8,Nonmonotonicity (General),14,"['Ducks', 'Seagulls', 'Flies']",Birds,"['Ducks', 'Seagulls']",Birds,False,True
184,Birds,8,Nonmonotonicity (General),15,"['Roosters', 'Eagles', 'Centipedes']",Birds,"['Roosters', 'Eagles']",Birds,False,True
185,Birds,8,Nonmonotonicity (General),16,"['Magpies', 'Herons']",Birds,"['Magpies', 'Herons', 'Lice']",Birds,False,False
186,Birds,8,Nonmonotonicity (General),17,"['Roosters', 'Robins']",Birds,"['Roosters', 'Robins', 'Leeches']",Birds,False,False
187,Birds,8,Nonmonotonicity (General),18,"['Roosters', 'Crows']",Birds,"['Roosters', 'Crows', 'Lice']",Birds,False,False
188,Birds,8,Nonmonotonicity (General),19,"['Roosters', 'Parrots', 'Bees']",Birds,"['Roosters', 'Parrots']",Birds,False,True
189,Birds,8,Nonmonotonicity (General),20,"['Robins', 'Swans', 'Ants']",Birds,"['Robins', 'Swans']",Birds,False,True
190,Birds,8,Nonmonotonicity (General),21,"['Falcons', 'Canaries', 'Centipedes']",Birds,"['Falcons', 'Canaries']",Birds,False,True
191,Birds,8,Nonmonotonicity (General),22,"['Penguins', 'Storks', 'Butterflies']",Birds,"['Penguins', 'Storks']",Birds,False,True
