,domain,phenomenon_number,phenomenon_name,sample_num,arg1_premises,arg1_conclusion,arg2_premises,arg2_conclusion,is_osherson,arg2_is_stronger
192,Birds,9,Nonmonotonicity (Specific),0,['Vultures'],Canaries,"['Vultures', 'Centipedes']",Canaries,False,False
193,Birds,9,Nonmonotonicity (Specific),1,"['Penguins', 'Flees']",Crows,['Penguins'],Crows,False,True
194,Birds,9,Nonmonotonicity (Specific),2,"['Penguins', 'Caterpillars']",Roosters,['Penguins'],Roosters,False,True
195,Birds,9,Nonmonotonicity (Specific),3,"['Penguins', 'Flees']",Ducks,['Penguins'],Ducks,False,True
196,Birds,9,Nonmonotonicity (Specific),4,['Chickens'],Swans,"['Chickens', 'Wasps']",Swans,False,False
197,Birds,9,Nonmonotonicity (Specific),5,['Penguins'],Chickens,"['Penguins', 'Bumblebees']",Chickens,False,False
198,Birds,9,Nonmonotonicity (Specific),6,['Roosters'],Turkeys,"['Roosters', 'Cockroaches']",Turkeys,False,False
199,Birds,9,Nonmonotonicity (Specific),7,['Chickens'],Parrots,"['Chickens', 'Leeches']",Parrots,False,False
200,Birds,9,Nonmonotonicity (Specific),8,['Penguins'],Roosters,"['Penguins', 'Worms']",Roosters,False,False
201,Birds,9,Nonmonotonicity (Specific),9,"['Storks', 'Leeches']",Canaries,['Storks'],Canaries,False,True
202,Birds,9,Nonmonotonicity (Specific),10,"['Canaries', 'Earwigs']",Blackbirds,['Canaries'],Blackbirds,False,True
203,Birds,9,Nonmonotonicity (Specific),12,"['Falcons', 'Cockchafers']",Sparrows,['Falcons'],Sparrows,False,True
204,Birds,9,Nonmonotonicity (Specific),13,"['Swans', 'Leeches']",Crows,['Swans'],Crows,False,True
205,Birds,9,Nonmonotonicity (Specific),14,"['Turkeys', 'Cockroaches']",Seagulls,['Turkeys'],Seagulls,False,True
206,Birds,9,Nonmonotonicity (Specific),15,"['Eagles', 'Mosquitoes']",Magpies,['Eagles'],Magpies,False,True
207,Birds,9,Nonmonotonicity (Specific),16,['Peacocks'],Falcons,"['Peacocks', 'Cockroaches']",Falcons,False,False
208,Birds,9,Nonmonotonicity (Specific),17,"['Turkeys', 'Cockchafers']",Ducks,['Turkeys'],Ducks,False,True
209,Birds,9,Nonmonotonicity (Specific),19,"['Herons', 'Lice']",Canaries,['Herons'],Canaries,False,True
210,Birds,9,Nonmonotonicity (Specific),20,['Turkeys'],Eagles,"['Turkeys', 'Beetles']",Eagles,False,False
211,Birds,9,Nonmonotonicity (Specific),21,['Ducks'],Canaries,"['Ducks', 'Worms']",Canaries,False,False
212,Birds,9,Nonmonotonicity (Specific),22,"['Peacocks', 'Ants']",Falcons,['Peacocks'],Falcons,False,True
213,Birds,9,Nonmonotonicity (Specific),23,['Roosters'],Ostriches,"['Roosters', 'Bees']",Ostriches,False,False
214,Birds,9,Nonmonotonicity (Specific),27,"['Roosters', 'Mosquitoes']",Parrots,['Roosters'],Parrots,False,True
215,Birds,9,Nonmonotonicity (Specific),29,"['Peacocks', 'Cockchafers']",Ducks,['Peacocks'],Ducks,False,True
216,Birds,10,Premise-conclusion Asymmetry,0,['Peacocks'],Swallows,['Swallows'],Peacocks,False,True
217,Birds,10,Premise-conclusion Asymmetry,1,['Penguins'],Swallows,['Swallows'],Penguins,False,True
218,Birds,10,Premise-conclusion Asymmetry,2,['Swans'],Sparrows,['Sparrows'],Swans,False,True
219,Birds,10,Premise-conclusion Asymmetry,3,['Ducks'],Seagulls,['Seagulls'],Ducks,False,True
220,Birds,10,Premise-conclusion Asymmetry,4,['Doves'],Storks,['Storks'],Doves,False,False
221,Birds,10,Premise-conclusion Asymmetry,5,['Peacocks'],Canaries,['Canaries'],Peacocks,False,True
222,Birds,10,Premise-conclusion Asymmetry,7,['Sparrows'],Storks,['Storks'],Sparrows,False,False
223,Birds,10,Premise-conclusion Asymmetry,8,['Robins'],Ostriches,['Ostriches'],Robins,False,False
224,Birds,10,Premise-conclusion Asymmetry,9,['Canaries'],Turkeys,['Turkeys'],Canaries,False,False
225,Birds,10,Premise-conclusion Asymmetry,10,['Swallows'],Ducks,['Ducks'],Swallows,False,False
226,Birds,10,Premise-conclusion Asymmetry,12,['Turkeys'],Blackbirds,['Blackbirds'],Turkeys,False,True
227,Birds,10,Premise-conclusion Asymmetry,15,['Turkeys'],Eagles,['Eagles'],Turkeys,False,True
228,Birds,10,Premise-conclusion Asymmetry,16,['Crows'],Storks,['Storks'],Crows,False,False
229,Birds,10,Premise-conclusion Asymmetry,17,['Vultures'],Sparrows,['Sparrows'],Vultures,False,True
230,Birds,10,Premise-conclusion Asymmetry,18,['Turkeys'],Crows,['Crows'],Turkeys,False,True
231,Birds,10,Premise-conclusion Asymmetry,19,['Roosters'],Blackbirds,['Blackbirds'],Roosters,False,True
232,Birds,10,Premise-conclusion Asymmetry,20,['Swans'],Blackbirds,['Blackbirds'],Swans,False,True
233,Birds,10,Premise-conclusion Asymmetry,21,['Swans'],Eagles,['Eagles'],Swans,False,True
234,Birds,10,Premise-conclusion Asymmetry,22,['Seagulls'],Swans,['Swans'],Seagulls,False,False
235,Birds,10,Premise-conclusion Asymmetry,23,['Sparrows'],Peacocks,['Peacocks'],Sparrows,False,False
236,Birds,10,Premise-conclusion Asymmetry,24,['Doves'],Turkeys,['Turkeys'],Doves,False,False
237,Birds,10,Premise-conclusion Asymmetry,25,['Chickens'],Magpies,['Magpies'],Chickens,False,True
238,Birds,10,Premise-conclusion Asymmetry,27,['Vultures'],Eagles,['Eagles'],Vultures,False,True
239,Birds,10,Premise-conclusion Asymmetry,28,['Storks'],Swallows,['Swallows'],Storks,False,True
240,Birds,11,Inclusion Fallacy,-1,['robin'],Birds,['robin'],ostrich,True,False
241,Birds,11,Inclusion Fallacy,0,['Crows'],Birds,['Crows'],Peacocks,False,False
242,Birds,11,Inclusion Fallacy,1,['Seagulls'],Birds,['Seagulls'],Storks,False,False
243,Birds,11,Inclusion Fallacy,2,['Robins'],Swans,['Robins'],Birds,False,True
244,Birds,11,Inclusion Fallacy,3,['Magpies'],Turkeys,['Magpies'],Birds,False,True
245,Birds,11,Inclusion Fallacy,4,['Crows'],Chickens,['Crows'],Birds,False,True
246,Birds,11,Inclusion Fallacy,5,['Blackbirds'],Turkeys,['Blackbirds'],Birds,False,True
247,Birds,11,Inclusion Fallacy,6,['Magpies'],Birds,['Magpies'],Swans,False,False
248,Birds,11,Inclusion Fallacy,7,['Canaries'],Birds,['Canaries'],Swans,False,False
249,Birds,11,Inclusion Fallacy,8,['Crows'],Birds,['Crows'],Ducks,False,False
250,Birds,11,Inclusion Fallacy,9,['Sparrows'],Birds,['Sparrows'],Turkeys,False,False
251,Birds,11,Inclusion Fallacy,10,['Robins'],Birds,['Robins'],Storks,False,False
252,Birds,11,Inclusion Fallacy,11,['Canaries'],Ducks,['Canaries'],Birds,False,True
253,Birds,11,Inclusion Fallacy,14,['Robins'],Birds,['Robins'],Ostriches,False,False
254,Birds,11,Inclusion Fallacy,17,['Eagles'],Turkeys,['Eagles'],Birds,False,True
255,Birds,11,Inclusion Fallacy,18,['Swallows'],Vultures,['Swallows'],Birds,False,True
256,Birds,11,Inclusion Fallacy,19,['Sparrows'],Birds,['Sparrows'],Roosters,False,False
257,Birds,11,Inclusion Fallacy,20,['Magpies'],Birds,['Magpies'],Ducks,False,False
258,Birds,11,Inclusion Fallacy,21,['Seagulls'],Birds,['Seagulls'],Turkeys,False,False
259,Birds,11,Inclusion Fallacy,23,['Sparrows'],Vultures,['Sparrows'],Birds,False,True
260,Birds,11,Inclusion Fallacy,24,['Doves'],Birds,['Doves'],Vultures,False,False
261,Birds,11,Inclusion Fallacy,25,['Robins'],Birds,['Robins'],Chickens,False,False
262,Birds,11,Inclusion Fallacy,26,['Magpies'],Chickens,['Magpies'],Birds,False,True
263,Birds,11,Inclusion Fallacy,27,['Magpies'],Birds,['Magpies'],Vultures,False,False
264,Mammals,1,Premise-conclusion Similarity,0,['Zebras'],Donkeys,['Hamsters'],Donkeys,False,False
265,Mammals,1,Premise-conclusion Similarity,2,['Hedgehogs'],Mice,['Rhinos'],Mice,False,False
266,Mammals,1,Premise-conclusion Similarity,3,['Bats'],Tigers,['Zebras'],Tigers,False,True
267,Mammals,1,Premise-conclusion Similarity,5,['Rhinos'],Mice,['Hamsters'],Mice,False,True
268,Mammals,1,Premise-conclusion Similarity,6,['Camels'],Llamas,['Bats'],Llamas,False,False
269,Mammals,1,Premise-conclusion Similarity,7,['Rhinos'],Dogs,['Lions'],Dogs,False,True
270,Mammals,1,Premise-conclusion Similarity,8,['Hamsters'],Horses,['Donkeys'],Horses,False,True
271,Mammals,1,Premise-conclusion Similarity,12,['Llamas'],Tigers,['Mice'],Tigers,False,False
272,Mammals,1,Premise-conclusion Similarity,14,['Beavers'],Hamsters,['Camels'],Hamsters,False,False
273,Mammals,1,Premise-conclusion Similarity,16,['Bats'],Deer,['Zebras'],Deer,False,True
274,Mammals,1,Premise-conclusion Similarity,17,['Hamsters'],Elephants,['Rhinos'],Elephants,False,True
275,Mammals,1,Premise-conclusion Similarity,18,['Giraffes'],Deer,['Hedgehogs'],Deer,False,False
276,Mammals,1,Premise-conclusion Similarity,19,['Rabbits'],Lions,['Zebras'],Lions,False,True
277,Mammals,1,Premise-conclusion Similarity,20,['Hedgehogs'],Llamas,['Camels'],Llamas,False,True
278,Mammals,1,Premise-conclusion Similarity,22,['Bats'],Zebras,['Llamas'],Zebras,False,True
279,Mammals,1,Premise-conclusion Similarity,26,['Camels'],Horses,['Bats'],Horses,False,False
280,Mammals,1,Premise-conclusion Similarity,27,['Elephants'],Rabbits,['Beavers'],Rabbits,False,True
281,Mammals,1,Premise-conclusion Similarity,30,['Giraffes'],Elephants,['Hedgehogs'],Elephants,False,False
282,Mammals,1,Premise-conclusion Similarity,31,['Hamsters'],Lions,['Tigers'],Lions,False,True
283,Mammals,1,Premise-conclusion Similarity,33,['Squirrels'],Rabbits,['Rhinos'],Rabbits,False,False
284,Mammals,1,Premise-conclusion Similarity,34,['Bats'],Zebras,['Giraffes'],Zebras,False,True
285,Mammals,1,Premise-conclusion Similarity,39,['Mice'],Horses,['Deer'],Horses,False,True
286,Mammals,1,Premise-conclusion Similarity,40,['Llamas'],Tigers,['Bats'],Tigers,False,False
287,Mammals,1,Premise-conclusion Similarity,42,['Hedgehogs'],Deer,['Llamas'],Deer,False,True
288,Mammals,2,Premise Typicality,0,['Bats'],Mammals,['Dogs'],Mammals,False,True
289,Mammals,2,Premise Typicality,1,['Dogs'],Mammals,['Squirrels'],Mammals,False,False
290,Mammals,2,Premise Typicality,2,['Squirrels'],Mammals,['Lions'],Mammals,False,True
291,Mammals,2,Premise Typicality,3,['Camels'],Mammals,['Horses'],Mammals,False,True
292,Mammals,2,Premise Typicality,4,['Cows'],Mammals,['Camels'],Mammals,False,False
293,Mammals,2,Premise Typicality,5,['Cows'],Mammals,['Bats'],Mammals,False,False
294,Mammals,2,Premise Typicality,6,['Cats'],Mammals,['Beavers'],Mammals,False,False
295,Mammals,2,Premise Typicality,8,['Horses'],Mammals,['Hedgehogs'],Mammals,False,False
296,Mammals,2,Premise Typicality,9,['Hedgehogs'],Mammals,['Cows'],Mammals,False,True
297,Mammals,2,Premise Typicality,11,['Beavers'],Mammals,['Dogs'],Mammals,False,True
298,Mammals,2,Premise Typicality,12,['Squirrels'],Mammals,['Horses'],Mammals,False,True
299,Mammals,2,Premise Typicality,13,['Camels'],Mammals,['Dogs'],Mammals,False,True
300,Mammals,2,Premise Typicality,14,['Beavers'],Mammals,['Lions'],Mammals,False,True
301,Mammals,2,Premise Typicality,22,['Hedgehogs'],Mammals,['Dogs'],Mammals,False,True
302,Mammals,2,Premise Typicality,26,['Bats'],Mammals,['Lions'],Mammals,False,True
303,Mammals,2,Premise Typicality,32,['Cats'],Mammals,['Hedgehogs'],Mammals,False,False
304,Mammals,2,Premise Typicality,34,['Lions'],Mammals,['Camels'],Mammals,False,False
305,Mammals,2,Premise Typicality,35,['Cows'],Mammals,['Squirrels'],Mammals,False,False
306,Mammals,2,Premise Typicality,39,['Horses'],Mammals,['Beavers'],Mammals,False,False
307,Mammals,2,Premise Typicality,41,['Cats'],Mammals,['Bats'],Mammals,False,False
308,Mammals,2,Premise Typicality,42,['Beavers'],Mammals,['Cows'],Mammals,False,True
309,Mammals,2,Premise Typicality,45,['Camels'],Mammals,['Cats'],Mammals,False,True
310,Mammals,2,Premise Typicality,63,['Horses'],Mammals,['Bats'],Mammals,False,False
311,Mammals,2,Premise Typicality,70,['Hedgehogs'],Mammals,['Lions'],Mammals,False,True
312,Mammals,3,Conclusion Specificity,0,"['Deer', 'Mice']",Mammals,"['Deer', 'Mice']",Animals,False,False
313,Mammals,3,Conclusion Specificity,1,"['Squirrels', 'Hamsters']",Mammals,"['Squirrels', 'Hamsters']",Animals,False,False
314,Mammals,3,Conclusion Specificity,2,"['Mice', 'Tigers']",Mammals,"['Mice', 'Tigers']",Animals,False,False
315,Mammals,3,Conclusion Specificity,3,"['Hedgehogs', 'Rabbits']",Mammals,"['Hedgehogs', 'Rabbits']",Animals,False,False
316,Mammals,3,Conclusion Specificity,4,"['Rabbits', 'Hamsters']",Animals,"['Rabbits', 'Hamsters']",Mammals,False,True
317,Mammals,3,Conclusion Specificity,5,"['Rhinos', 'Rabbits']",Mammals,"['Rhinos', 'Rabbits']",Animals,False,False
318,Mammals,3,Conclusion Specificity,6,"['Bats', 'Dogs']",Mammals,"['Bats', 'Dogs']",Animals,False,False
319,Mammals,3,Conclusion Specificity,7,"['Elephants', 'Mice']",Animals,"['Elephants', 'Mice']",Mammals,False,True
320,Mammals,3,Conclusion Specificity,8,"['Kangaroos', 'Elephants']",Mammals,"['Kangaroos', 'Elephants']",Animals,False,False
321,Mammals,3,Conclusion Specificity,9,"['Cats', 'Camels']",Animals,"['Cats', 'Camels']",Mammals,False,True
322,Mammals,3,Conclusion Specificity,10,"['Bats', 'Sheep']",Animals,"['Bats', 'Sheep']",Mammals,False,True
323,Mammals,3,Conclusion Specificity,11,"['Zebras', 'Rhinos']",Mammals,"['Zebras', 'Rhinos']",Animals,False,False
324,Mammals,3,Conclusion Specificity,12,"['Deer', 'Sheep']",Animals,"['Deer', 'Sheep']",Mammals,False,True
325,Mammals,3,Conclusion Specificity,13,"['Horses', 'Rhinos']",Animals,"['Horses', 'Rhinos']",Mammals,False,True
326,Mammals,3,Conclusion Specificity,14,"['Hedgehogs', 'Llamas']",Animals,"['Hedgehogs', 'Llamas']",Mammals,False,True
327,Mammals,3,Conclusion Specificity,15,"['Kangaroos', 'Cows']",Mammals,"['Kangaroos', 'Cows']",Animals,False,False
328,Mammals,3,Conclusion Specificity,16,"['Beavers', 'Mice']",Mammals,"['Beavers', 'Mice']",Animals,False,False
329,Mammals,3,Conclusion Specificity,17,"['Rabbits', 'Pigs']",Animals,"['Rabbits', 'Pigs']",Mammals,False,True
330,Mammals,3,Conclusion Specificity,18,"['Rhinos', 'Camels']",Mammals,"['Rhinos', 'Camels']",Animals,False,False
331,Mammals,3,Conclusion Specificity,19,"['Squirrels', 'Deer']",Mammals,"['Squirrels', 'Deer']",Animals,False,False
332,Mammals,3,Conclusion Specificity,20,"['Mice', 'Camels']",Mammals,"['Mice', 'Camels']",Animals,False,False
333,Mammals,3,Conclusion Specificity,22,"['Elephants', 'Sheep']",Animals,"['Elephants', 'Sheep']",Mammals,False,True
334,Mammals,3,Conclusion Specificity,23,"['Cats', 'Beavers']",Mammals,"['Cats', 'Beavers']",Animals,False,False
335,Mammals,3,Conclusion Specificity,24,"['Tigers', 'Cows']",Mammals,"['Tigers', 'Cows']",Animals,False,False
336,Mammals,4,Premise Monotonicity (General),0,"['Rhinos', 'Zebras', 'Squirrels']",Mammals,"['Rhinos', 'Zebras']",Mammals,False,False
337,Mammals,4,Premise Monotonicity (General),1,"['Tigers', 'Donkeys']",Mammals,"['Tigers', 'Donkeys', 'Beavers']",Mammals,False,True
338,Mammals,4,Premise Monotonicity (General),3,"['Sheep', 'Donkeys', 'Rabbits']",Mammals,"['Sheep', 'Donkeys']",Mammals,False,False
339,Mammals,4,Premise Monotonicity (General),4,"['Mice', 'Lions', 'Rhinos']",Mammals,"['Mice', 'Lions']",Mammals,False,False
340,Mammals,4,Premise Monotonicity (General),5,"['Mice', 'Rabbits', 'Rhinos']",Mammals,"['Mice', 'Rabbits']",Mammals,False,False
341,Mammals,4,Premise Monotonicity (General),6,"['Mice', 'Giraffes']",Mammals,"['Mice', 'Giraffes', 'Beavers']",Mammals,False,True
342,Mammals,4,Premise Monotonicity (General),7,"['Pigs', 'Zebras', 'Beavers']",Mammals,"['Pigs', 'Zebras']",Mammals,False,False
343,Mammals,4,Premise Monotonicity (General),8,"['Cows', 'Elephants']",Mammals,"['Cows', 'Elephants', 'Llamas']",Mammals,False,True
344,Mammals,4,Premise Monotonicity (General),10,"['Rabbits', 'Deer', 'Hedgehogs']",Mammals,"['Rabbits', 'Deer']",Mammals,False,False
345,Mammals,4,Premise Monotonicity (General),12,"['Pigs', 'Hamsters', 'Hedgehogs']",Mammals,"['Pigs', 'Hamsters']",Mammals,False,False
346,Mammals,4,Premise Monotonicity (General),13,"['Llamas', 'Tigers']",Mammals,"['Llamas', 'Tigers', 'Camels']",Mammals,False,True
347,Mammals,4,Premise Monotonicity (General),14,"['Kangaroos', 'Tigers', 'Camels']",Mammals,"['Kangaroos', 'Tigers']",Mammals,False,False
348,Mammals,4,Premise Monotonicity (General),15,"['Cats', 'Camels', 'Bats']",Mammals,"['Cats', 'Camels']",Mammals,False,False
349,Mammals,4,Premise Monotonicity (General),16,"['Lions', 'Dogs', 'Camels']",Mammals,"['Lions', 'Dogs']",Mammals,False,False
350,Mammals,4,Premise Monotonicity (General),18,"['Donkeys', 'Rhinos', 'Kangaroos']",Mammals,"['Donkeys', 'Rhinos']",Mammals,False,False
351,Mammals,4,Premise Monotonicity (General),20,"['Camels', 'Mice']",Mammals,"['Camels', 'Mice', 'Beavers']",Mammals,False,True
352,Mammals,4,Premise Monotonicity (General),21,"['Kangaroos', 'Camels', 'Hedgehogs']",Mammals,"['Kangaroos', 'Camels']",Mammals,False,False
353,Mammals,4,Premise Monotonicity (General),23,"['Tigers', 'Kangaroos']",Mammals,"['Tigers', 'Kangaroos', 'Squirrels']",Mammals,False,True
354,Mammals,4,Premise Monotonicity (General),24,"['Tigers', 'Dogs']",Mammals,"['Tigers', 'Dogs', 'Rhinos']",Mammals,False,True
355,Mammals,4,Premise Monotonicity (General),25,"['Cows', 'Llamas', 'Bats']",Mammals,"['Cows', 'Llamas']",Mammals,False,False
356,Mammals,4,Premise Monotonicity (General),26,"['Donkeys', 'Zebras']",Mammals,"['Donkeys', 'Zebras', 'Rhinos']",Mammals,False,True
357,Mammals,4,Premise Monotonicity (General),28,"['Dogs', 'Mice']",Mammals,"['Dogs', 'Mice', 'Beavers']",Mammals,False,True
358,Mammals,4,Premise Monotonicity (General),29,"['Rhinos', 'Deer']",Mammals,"['Rhinos', 'Deer', 'Hedgehogs']",Mammals,False,True
359,Mammals,4,Premise Monotonicity (General),37,"['Deer', 'Zebras', 'Llamas']",Mammals,"['Deer', 'Zebras']",Mammals,False,False
360,Mammals,5,Premise Monotonicity (Specific),-1,"['fox', 'pig', 'wolf']",gorilla,"['pig', 'wolf']",gorilla,True,False
361,Mammals,5,Premise Monotonicity (Specific),0,"['Horses', 'Mice', 'Camels']",Rabbits,"['Horses', 'Mice']",Rabbits,False,False
362,Mammals,5,Premise Monotonicity (Specific),3,"['Cats', 'Pigs']",Hamsters,"['Cats', 'Pigs', 'Donkeys']",Hamsters,False,True
363,Mammals,5,Premise Monotonicity (Specific),4,"['Zebras', 'Hamsters']",Llamas,"['Zebras', 'Hamsters', 'Beavers']",Llamas,False,True
364,Mammals,5,Premise Monotonicity (Specific),5,"['Donkeys', 'Horses', 'Elephants']",Cats,"['Donkeys', 'Horses']",Cats,False,False
365,Mammals,5,Premise Monotonicity (Specific),6,"['Mice', 'Horses', 'Rhinos']",Cats,"['Mice', 'Horses']",Cats,False,False
366,Mammals,5,Premise Monotonicity (Specific),7,"['Cats', 'Sheep', 'Camels']",Hedgehogs,"['Cats', 'Sheep']",Hedgehogs,False,False
367,Mammals,5,Premise Monotonicity (Specific),8,"['Pigs', 'Hamsters']",Bats,"['Pigs', 'Hamsters', 'Camels']",Bats,False,True
368,Mammals,5,Premise Monotonicity (Specific),9,"['Rabbits', 'Mice', 'Kangaroos']",Sheep,"['Rabbits', 'Mice']",Sheep,False,False
369,Mammals,5,Premise Monotonicity (Specific),11,"['Deer', 'Rhinos']",Llamas,"['Deer', 'Rhinos', 'Bats']",Llamas,False,True
370,Mammals,5,Premise Monotonicity (Specific),12,"['Lions', 'Cows']",Bats,"['Lions', 'Cows', 'Elephants']",Bats,False,True
371,Mammals,5,Premise Monotonicity (Specific),14,"['Dogs', 'Hamsters', 'Hedgehogs']",Tigers,"['Dogs', 'Hamsters']",Tigers,False,False
372,Mammals,5,Premise Monotonicity (Specific),15,"['Hamsters', 'Rhinos']",Elephants,"['Hamsters', 'Rhinos', 'Bats']",Elephants,False,True
373,Mammals,5,Premise Monotonicity (Specific),17,"['Squirrels', 'Donkeys']",Sheep,"['Squirrels', 'Donkeys', 'Hedgehogs']",Sheep,False,True
374,Mammals,5,Premise Monotonicity (Specific),19,"['Lions', 'Camels']",Zebras,"['Lions', 'Camels', 'Beavers']",Zebras,False,True
375,Mammals,5,Premise Monotonicity (Specific),20,"['Zebras', 'Horses', 'Kangaroos']",Donkeys,"['Zebras', 'Horses']",Donkeys,False,False
376,Mammals,5,Premise Monotonicity (Specific),21,"['Zebras', 'Llamas']",Kangaroos,"['Zebras', 'Llamas', 'Bats']",Kangaroos,False,True
377,Mammals,5,Premise Monotonicity (Specific),24,"['Zebras', 'Deer']",Tigers,"['Zebras', 'Deer', 'Squirrels']",Tigers,False,True
378,Mammals,5,Premise Monotonicity (Specific),28,"['Camels', 'Lions', 'Beavers']",Deer,"['Camels', 'Lions']",Deer,False,False
379,Mammals,5,Premise Monotonicity (Specific),30,"['Camels', 'Kangaroos', 'Beavers']",Llamas,"['Camels', 'Kangaroos']",Llamas,False,False
380,Mammals,5,Premise Monotonicity (Specific),35,"['Llamas', 'Tigers']",Deer,"['Llamas', 'Tigers', 'Squirrels']",Deer,False,True
381,Mammals,5,Premise Monotonicity (Specific),38,"['Rabbits', 'Squirrels', 'Bats']",Cows,"['Rabbits', 'Squirrels']",Cows,False,False
382,Mammals,5,Premise Monotonicity (Specific),39,"['Horses', 'Rabbits', 'Bats']",Cows,"['Horses', 'Rabbits']",Cows,False,False
383,Mammals,5,Premise Monotonicity (Specific),42,"['Rabbits', 'Squirrels']",Mice,"['Rabbits', 'Squirrels', 'Camels']",Mice,False,True
384,Mammals,6,Premise Diversity (General),-1,"['hippo', 'hamster']",Mammals,"['hippo', 'rhinocerose']",Mammals,True,False
385,Mammals,6,Premise Diversity (General),1,"['Giraffes', 'Squirrels']",Mammals,"['Giraffes', 'Llamas']",Mammals,False,False
386,Mammals,6,Premise Diversity (General),2,"['Donkeys', 'Hamsters']",Mammals,"['Donkeys', 'Llamas']",Mammals,False,False
387,Mammals,6,Premise Diversity (General),4,"['Lions', 'Tigers']",Mammals,"['Lions', 'Hamsters']",Mammals,False,True
388,Mammals,6,Premise Diversity (General),7,"['Deer', 'Giraffes']",Mammals,"['Deer', 'Hedgehogs']",Mammals,False,True
389,Mammals,6,Premise Diversity (General),8,"['Elephants', 'Giraffes']",Mammals,"['Elephants', 'Hamsters']",Mammals,False,True
390,Mammals,6,Premise Diversity (General),9,"['Zebras', 'Bats']",Mammals,"['Zebras', 'Llamas']",Mammals,False,False
391,Mammals,6,Premise Diversity (General),12,"['Cats', 'Rhinos']",Mammals,"['Cats', 'Lions']",Mammals,False,False
392,Mammals,6,Premise Diversity (General),15,"['Lions', 'Zebras']",Mammals,"['Lions', 'Mice']",Mammals,False,True
393,Mammals,6,Premise Diversity (General),18,"['Elephants', 'Mice']",Mammals,"['Elephants', 'Rhinos']",Mammals,False,False
394,Mammals,6,Premise Diversity (General),19,"['Zebras', 'Hedgehogs']",Mammals,"['Zebras', 'Giraffes']",Mammals,False,False
395,Mammals,6,Premise Diversity (General),22,"['Elephants', 'Bats']",Mammals,"['Elephants', 'Rhinos']",Mammals,False,False
396,Mammals,6,Premise Diversity (General),23,"['Donkeys', 'Hamsters']",Mammals,"['Donkeys', 'Zebras']",Mammals,False,False
397,Mammals,6,Premise Diversity (General),27,"['Cows', 'Zebras']",Mammals,"['Cows', 'Rabbits']",Mammals,False,True
398,Mammals,6,Premise Diversity (General),28,"['Dogs', 'Cats']",Mammals,"['Dogs', 'Giraffes']",Mammals,False,True
399,Mammals,6,Premise Diversity (General),29,"['Lions', 'Tigers']",Mammals,"['Lions', 'Bats']",Mammals,False,True
